Source,Day,Mon,Yr,BluePopulation,LengthFT,Sex,Pregnant,Latitude,Longitude,Maturity,OriginalAge,Age,MinAge,AccurateAge,TotalCorpora,MarkNo,Length
Maeda,21,2,1961,Pygmy,73,Female,No,-47,39,Unknown,41,41,No,Yes,NA,NA,22.250400000000003
Maeda,21,2,1961,Pygmy,70,Male,No,-47,39,Unknown,72,72,No,Yes,NA,NA,21.336000000000002
Maeda,22,2,1961,Pygmy,70,Female,No,-46,39,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,22,2,1961,Pygmy,70,Male,No,-46,39,Unknown,35,35,No,Yes,NA,NA,21.336000000000002
Maeda,23,2,1961,Pygmy,70,Male,No,-44,38,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,69,Male,No,-43,37,Unknown,38,38,No,Yes,NA,NA,21.031200000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Female,No,-43,37,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,39,39,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,71,Female,No,-43,37,Unknown,10,10,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1961,Pygmy,70,Female,Yes,-43,37,Mature,48,48,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Female,No,-43,37,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Female,No,-43,37,Unknown,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Female,Yes,-43,37,Mature,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,71,Male,No,-43,37,Unknown,39,39,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,30,30,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,70,Male,No,-43,37,Unknown,42,42,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1961,Pygmy,69,Female,No,-43,37,Unknown,7,7,No,Yes,NA,NA,21.031200000000002
Maeda,24,2,1961,Pygmy,74,Male,No,-43,37,Unknown,46,46,No,Yes,NA,NA,22.555200000000003
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,48,48,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,74,Female,No,-42,37,Unknown,21,21,No,Yes,NA,NA,22.555200000000003
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,37,37,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,31,31,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,71,Male,No,-42,37,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,25,2,1961,Pygmy,71,Male,No,-42,37,Unknown,8,8,No,Yes,NA,NA,21.640800000000002
Maeda,25,2,1961,Pygmy,70,Male,No,-42,37,Unknown,45,45,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1961,Pygmy,71,Female,No,-42,37,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,25,2,1961,Pygmy,71,Male,No,-42,37,Unknown,39,39,No,Yes,NA,NA,21.640800000000002
Maeda,25,2,1961,Pygmy,72,Female,No,-42,37,Unknown,23,23,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1961,Pygmy,72,Female,No,-43,42,Unknown,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1961,Pygmy,72,Female,Yes,-43,42,Mature,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,1,3,1961,Pygmy,73,Female,No,-43,46,Unknown,17,17,No,Yes,NA,NA,22.250400000000003
Maeda,1,3,1961,Pygmy,70,Female,No,-43,46,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,1,3,1961,Pygmy,70,Male,No,-43,46,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,1,3,1961,Pygmy,72,Female,No,-43,46,Unknown,38,38,No,Yes,NA,NA,21.945600000000002
Maeda,2,3,1961,Pygmy,73,Female,No,-44,49,Unknown,16,16,No,Yes,NA,NA,22.250400000000003
Maeda,5,3,1961,Pygmy,70,Male,No,-46,66,Unknown,40,40,No,Yes,NA,NA,21.336000000000002
Maeda,5,3,1961,Pygmy,73,Male,No,-46,66,Unknown,22,22,No,Yes,NA,NA,22.250400000000003
Maeda,6,3,1961,Pygmy,72,Male,No,-48,70,Unknown,41,41,No,Yes,NA,NA,21.945600000000002
Maeda,6,3,1961,Pygmy,72,Male,No,-48,70,Unknown,52,52,No,Yes,NA,NA,21.945600000000002
Maeda,6,3,1961,Pygmy,70,Male,No,-48,70,Unknown,35,35,No,Yes,NA,NA,21.336000000000002
Maeda,6,3,1961,Pygmy,70,Male,No,-48,70,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,31,31,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,31,31,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,55,55,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Female,No,-48,70,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,48,48,No,Yes,NA,NA,21.640800000000002
Maeda,6,3,1961,Pygmy,71,Male,No,-48,70,Unknown,34,34,No,Yes,NA,NA,21.640800000000002
Maeda,8,3,1961,Pygmy,72,Female,No,-48,71,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,9,3,1961,Pygmy,71,Male,No,-49,71,Unknown,33,33,No,Yes,NA,NA,21.640800000000002
Maeda,10,3,1961,Pygmy,72,Female,No,-48,70,Unknown,63,63,No,Yes,NA,NA,21.945600000000002
Maeda,10,3,1961,Pygmy,71,Female,No,-48,70,Unknown,14,14,No,Yes,NA,NA,21.640800000000002
Maeda,10,3,1961,Pygmy,70,Male,No,-48,70,Unknown,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,10,3,1961,Pygmy,71,Female,No,-48,70,Unknown,36,36,No,Yes,NA,NA,21.640800000000002
Maeda,10,3,1961,Pygmy,71,Male,No,-48,70,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,10,3,1961,Pygmy,70,Female,Yes,-48,70,Mature,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,10,3,1961,Pygmy,73,Female,No,-48,70,Unknown,15,15,No,Yes,NA,NA,22.250400000000003
Maeda,10,3,1961,Pygmy,71,Male,No,-48,70,Unknown,53,53,No,Yes,NA,NA,21.640800000000002
Maeda,10,3,1961,Pygmy,71,Male,No,-48,70,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,11,3,1961,Pygmy,72,Female,No,-47,69,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,11,3,1961,Pygmy,72,Female,No,-47,69,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,11,3,1961,Pygmy,74,Female,No,-47,69,Unknown,58,58,No,Yes,NA,NA,22.555200000000003
Maeda,11,3,1961,Pygmy,71,Male,No,-47,69,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,11,3,1961,Pygmy,70,Female,No,-47,69,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1961,Pygmy,71,Female,No,-47,69,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,11,3,1961,Pygmy,72,Male,No,-47,69,Unknown,16,16,No,Yes,NA,NA,21.945600000000002
Maeda,11,3,1961,Pygmy,73,Female,Yes,-47,69,Mature,16,16,No,Yes,NA,NA,22.250400000000003
Maeda,12,3,1961,Pygmy,72,Male,No,-47,70,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,13,3,1961,Pygmy,70,Female,No,-47,70,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,13,3,1961,Pygmy,73,Female,No,-47,70,Unknown,35,35,No,Yes,NA,NA,22.250400000000003
Maeda,14,3,1961,Pygmy,70,Male,No,-47,70,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,72,Female,No,-47,70,Unknown,18,18,No,Yes,NA,NA,21.945600000000002
Maeda,14,3,1961,Pygmy,70,Female,No,-47,70,Unknown,9,9,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,71,Female,No,-47,70,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,14,3,1961,Pygmy,70,Female,No,-47,70,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,70,Male,No,-47,70,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,73,Female,No,-47,70,Unknown,17,17,No,Yes,NA,NA,22.250400000000003
Maeda,14,3,1961,Pygmy,71,Male,No,-47,70,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,14,3,1961,Pygmy,70,Male,No,-47,70,Unknown,24,24,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,70,Male,No,-47,70,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,72,Male,No,-47,70,Unknown,43,43,No,Yes,NA,NA,21.945600000000002
Maeda,14,3,1961,Pygmy,70,Female,No,-47,70,Unknown,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1961,Pygmy,71,Male,No,-47,70,Unknown,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,14,3,1961,Pygmy,71,Male,No,-47,70,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,14,3,1961,Pygmy,71,Female,No,-47,70,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,14,3,1961,Pygmy,73,Male,No,-47,70,Unknown,42,42,No,Yes,NA,NA,22.250400000000003
Maeda,15,3,1961,Pygmy,70,Male,No,-47,70,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1961,Pygmy,73,Female,No,-47,70,Unknown,47,47,No,Yes,NA,NA,22.250400000000003
Maeda,15,3,1961,Pygmy,70,Male,No,-47,70,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1961,Pygmy,76,Male,No,-47,70,Unknown,25,25,No,Yes,NA,NA,23.1648
Maeda,1,2,1961,Pygmy,74,Female,Yes,-47,37,Mature,35,35,No,Yes,NA,NA,22.555200000000003
Maeda,1,2,1961,Pygmy,71,Female,No,-47,37,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,70,Female,No,-47,41,Unknown,6,6,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,70,Male,No,-47,41,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,75,Male,No,-47,41,Unknown,24,24,No,Yes,NA,NA,22.86
Maeda,2,2,1961,Pygmy,70,Female,No,-47,41,Unknown,9,9,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,70,Male,No,-47,41,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,71,Female,No,-47,41,Unknown,12,12,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,70,Female,Yes,-47,41,Mature,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,71,Male,No,-47,41,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,68,Female,No,-47,41,Unknown,21,21,No,Yes,NA,NA,20.7264
Maeda,3,2,1961,Pygmy,72,Female,Yes,-47,39,Mature,28,28,No,Yes,NA,NA,21.945600000000002
Maeda,3,2,1961,Pygmy,73,Female,Yes,-47,39,Mature,7,7,No,Yes,NA,NA,22.250400000000003
Maeda,3,2,1961,Pygmy,72,Male,No,-47,39,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-47,42,Unknown,2,2,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-47,42,Unknown,7,7,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,75,Female,No,-47,42,Unknown,43,43,No,Yes,NA,NA,22.86
Maeda,7,2,1961,Pygmy,73,Male,No,-46,46,Unknown,30,30,No,Yes,NA,NA,22.250400000000003
Maeda,7,2,1961,Pygmy,72,Male,No,-46,46,Unknown,30,30,No,Yes,NA,NA,21.945600000000002
Maeda,7,2,1961,Pygmy,72,Male,No,-46,46,Unknown,42,42,No,Yes,NA,NA,21.945600000000002
Maeda,8,2,1961,Pygmy,71,Female,No,-47,45,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,8,2,1961,Pygmy,72,Male,No,-47,45,Unknown,68,68,No,Yes,NA,NA,21.945600000000002
Maeda,8,2,1961,Pygmy,70,Male,No,-47,45,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1961,Pygmy,74,Female,Yes,-47,43,Mature,14,14,No,Yes,NA,NA,22.555200000000003
Maeda,9,2,1961,Pygmy,71,Male,No,-47,43,Unknown,34,34,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,70,Male,No,-47,43,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1961,Pygmy,70,Male,No,-47,43,Unknown,56,56,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1961,Pygmy,72,Male,No,-47,43,Unknown,10,10,No,Yes,NA,NA,21.945600000000002
Maeda,10,2,1961,Pygmy,70,Male,No,-47,42,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,72,Male,No,-47,42,Unknown,42,42,No,Yes,NA,NA,21.945600000000002
Maeda,10,2,1961,Pygmy,71,Male,No,-47,42,Unknown,23,23,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,72,Male,No,-47,42,Unknown,5,5,No,Yes,NA,NA,21.945600000000002
Maeda,10,2,1961,Pygmy,73,Female,Yes,-47,42,Mature,18,18,No,Yes,NA,NA,22.250400000000003
Maeda,10,2,1961,Pygmy,71,Female,Yes,-47,42,Mature,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,71,Female,No,-47,42,Unknown,23,23,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,76,Female,Yes,-47,42,Mature,38,38,No,Yes,NA,NA,23.1648
Maeda,10,2,1961,Pygmy,70,Male,No,-47,42,Unknown,50,50,No,Yes,NA,NA,21.336000000000002
Maeda,11,2,1961,Pygmy,64,Female,No,-47,43,Unknown,5,5,No,Yes,NA,NA,19.5072
Maeda,11,2,1961,Pygmy,71,Male,No,-47,43,Unknown,46,46,No,Yes,NA,NA,21.640800000000002
Maeda,11,2,1961,Pygmy,76,Female,No,-47,43,Unknown,36,36,No,Yes,NA,NA,23.1648
Maeda,2,2,1961,Pygmy,73,Male,No,-47,39,Unknown,46,46,No,Yes,NA,NA,22.250400000000003
Maeda,2,2,1961,Pygmy,70,Male,No,-47,39,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,3,2,1961,Pygmy,74,Female,No,-46,40,Unknown,22,22,No,Yes,NA,NA,22.555200000000003
Maeda,3,2,1961,Pygmy,72,Male,No,-46,40,Unknown,36,36,No,Yes,NA,NA,21.945600000000002
Maeda,4,2,1961,Pygmy,72,Female,Yes,-47,42,Mature,12,12,No,Yes,NA,NA,21.945600000000002
Maeda,7,2,1961,Pygmy,71,Female,Yes,-47,40,Mature,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,7,2,1961,Pygmy,72,Male,No,-47,40,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,8,2,1961,Pygmy,73,Female,Yes,-46,39,Mature,13,13,No,Yes,NA,NA,22.250400000000003
Maeda,8,2,1961,Pygmy,71,Female,No,-46,39,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,22,2,1961,Pygmy,74,Female,Yes,-47,41,Mature,71,71,No,Yes,NA,NA,22.555200000000003
Maeda,22,2,1961,Pygmy,70,Female,No,-47,41,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,7,3,1962,Pygmy,78,Female,No,-52,61,Unknown,33,33,No,Yes,NA,NA,23.7744
Maeda,28,3,1962,Pygmy,70,Female,No,-50,69,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,75,Male,No,-50,69,Unknown,22,22,No,Yes,NA,NA,22.86
Maeda,28,3,1962,Pygmy,71,Female,No,-50,69,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,29,3,1962,Pygmy,71,Male,No,-48,71,Unknown,6,6,No,Yes,NA,NA,21.640800000000002
Maeda,29,3,1962,Pygmy,72,Female,No,-48,71,Unknown,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,29,3,1962,Pygmy,72,Female,No,-48,71,Unknown,28,28,No,Yes,NA,NA,21.945600000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-47,34,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,73,Female,No,-47,34,Unknown,33,33,No,Yes,NA,NA,22.250400000000003
Maeda,28,3,1962,Pygmy,71,Female,No,-47,34,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1962,Pygmy,70,Male,No,-47,35,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1962,Pygmy,72,Female,No,-47,35,Unknown,41,41,No,Yes,NA,NA,21.945600000000002
Maeda,3,2,1962,Pygmy,72,Female,No,-47,36,Unknown,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,3,2,1962,Pygmy,71,Female,No,-47,36,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,3,2,1962,Pygmy,73,Female,Yes,-47,36,Mature,32,32,No,Yes,NA,NA,22.250400000000003
Maeda,3,2,1962,Pygmy,71,Male,No,-47,36,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,71,Female,No,-49,46,Unknown,13,13,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Female,No,-49,46,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,71,Male,No,-49,46,Unknown,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,71,Male,No,-49,46,Unknown,33,33,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,71,Male,No,-49,46,Unknown,11,11,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,72,Male,No,-49,46,Unknown,11,11,No,Yes,NA,NA,21.945600000000002
Maeda,28,3,1962,Pygmy,71,Female,No,-49,46,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,17,17,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,71,Male,No,-49,46,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Female,No,-49,46,Unknown,8,8,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,70,Female,No,-49,46,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1962,Pygmy,71,Female,No,-49,46,Unknown,9,9,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1962,Pygmy,70,Male,No,-49,46,Unknown,53,53,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1962,Pygmy,71,Male,No,-48,46,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,29,3,1962,Pygmy,70,Female,No,-48,46,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1962,Pygmy,71,Male,No,-48,46,Unknown,23,23,No,Yes,NA,NA,21.640800000000002
Maeda,29,3,1962,Pygmy,70,Male,No,-48,46,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1962,Pygmy,59,Male,No,-48,46,Immature,7,7,No,Yes,NA,NA,17.9832
Maeda,29,3,1962,Pygmy,73,Female,No,-48,46,Unknown,14,14,No,Yes,NA,NA,22.250400000000003
Maeda,29,3,1962,Pygmy,73,Male,No,-48,46,Unknown,29,29,No,Yes,NA,NA,22.250400000000003
Maeda,29,3,1962,Pygmy,70,Female,No,-48,46,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1962,Pygmy,71,Male,No,-48,46,Unknown,14,14,No,Yes,NA,NA,21.640800000000002
Maeda,1,2,1962,Pygmy,79,Female,No,-46,47,Unknown,29,29,No,Yes,NA,NA,24.0792
Maeda,1,2,1962,Pygmy,74,Female,No,-46,47,Unknown,14,14,No,Yes,NA,NA,22.555200000000003
Maeda,1,2,1962,Pygmy,70,Female,No,-46,47,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1962,Pygmy,70,Male,No,-46,47,Unknown,26,26,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1962,Pygmy,74,Female,Yes,-46,47,Mature,26,26,No,Yes,NA,NA,22.555200000000003
Maeda,1,2,1962,Pygmy,70,Male,No,-46,47,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1962,Pygmy,72,Male,No,-46,47,Unknown,18,18,No,Yes,NA,NA,21.945600000000002
Maeda,1,2,1962,Pygmy,73,Male,No,-46,47,Unknown,16,16,No,Yes,NA,NA,22.250400000000003
Maeda,1,2,1962,Pygmy,70,Male,No,-46,47,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1962,Pygmy,72,Male,No,-46,47,Unknown,13,13,No,Yes,NA,NA,21.945600000000002
Maeda,1,2,1962,Pygmy,71,Female,No,-46,47,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,1,2,1962,Pygmy,72,Female,No,-46,47,Unknown,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,1,2,1962,Pygmy,77,Female,No,-46,47,Unknown,28,28,No,Yes,NA,NA,23.4696
Maeda,1,2,1962,Pygmy,70,Male,No,-46,47,Unknown,26,26,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1962,Pygmy,70,Female,Yes,-46,47,Mature,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1962,Pygmy,74,Female,No,-47,46,Unknown,34,34,No,Yes,NA,NA,22.555200000000003
Maeda,3,2,1962,Pygmy,74,Female,No,-46,46,Unknown,24,24,No,Yes,NA,NA,22.555200000000003
Maeda,3,2,1962,Pygmy,72,Male,No,-46,46,Unknown,20,20,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1962,Pygmy,75,Female,Yes,-48,49,Mature,35,35,No,Yes,NA,NA,22.86
Maeda,6,2,1962,Pygmy,73,Female,No,-48,45,Unknown,14,14,No,Yes,NA,NA,22.250400000000003
Maeda,7,2,1962,Pygmy,66,Male,No,-47,42,Unknown,40,40,No,Yes,NA,NA,20.1168
Maeda,8,2,1962,Pygmy,70,Female,No,-46,39,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,8,2,1962,Pygmy,70,Male,No,-46,39,Unknown,26,26,No,Yes,NA,NA,21.336000000000002
Maeda,8,2,1962,Pygmy,71,Male,No,-46,39,Unknown,8,8,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1962,Pygmy,65,Male,No,-46,38,Unknown,20,20,No,Yes,NA,NA,19.812
Maeda,9,2,1962,Pygmy,70,Male,No,-46,38,Unknown,35,35,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1962,Pygmy,76,Female,No,-46,38,Unknown,60,60,No,Yes,NA,NA,23.1648
Maeda,9,2,1962,Pygmy,59,Male,No,-46,38,Immature,14,14,No,Yes,NA,NA,17.9832
Maeda,9,2,1962,Pygmy,71,Male,No,-46,38,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1962,Pygmy,70,Male,No,-45,37,Unknown,40,40,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1962,Pygmy,71,Female,No,-45,37,Unknown,36,36,No,Yes,NA,NA,21.640800000000002
Maeda,11,2,1962,Pygmy,70,Female,No,-46,37,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,11,2,1962,Pygmy,71,Male,No,-46,37,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,11,2,1962,Pygmy,72,Female,Yes,-46,37,Mature,26,26,No,Yes,NA,NA,21.945600000000002
Maeda,11,2,1962,Pygmy,72,Male,No,-46,37,Unknown,28,28,No,Yes,NA,NA,21.945600000000002
Maeda,1,4,1962,Pygmy,72,Female,No,-51,69,Unknown,26,26,No,Yes,NA,NA,21.945600000000002
Maeda,1,4,1962,Pygmy,70,Male,No,-51,69,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1962,Pygmy,72,Female,No,-51,69,Unknown,18,18,No,Yes,NA,NA,21.945600000000002
Maeda,1,4,1962,Pygmy,71,Female,No,-51,69,Unknown,28,28,No,Yes,NA,NA,21.640800000000002
Maeda,1,4,1962,Pygmy,70,Male,No,-51,69,Unknown,66,66,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1962,Pygmy,71,Male,No,-51,69,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,2,4,1962,Pygmy,70,Female,No,-48,71,Unknown,50,50,No,Yes,NA,NA,21.336000000000002
Maeda,2,4,1962,Pygmy,70,Female,No,-48,71,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,3,4,1962,Pygmy,70,Male,No,-47,71,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,3,4,1962,Pygmy,70,Male,No,-47,71,Unknown,4,4,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1962,Pygmy,70,Female,No,-47,70,Unknown,8,8,No,Yes,NA,NA,21.336000000000002
Maeda,7,4,1962,Pygmy,71,Female,Yes,-41,76,Mature,25,25,No,Yes,NA,NA,21.640800000000002
